2023-04-25 16:19:06,151 DEBUG   HandlerThread:148774 [system_info.py:probe():195] Probing system
2023-04-25 16:19:06,155 DEBUG   HandlerThread:148774 [system_info.py:_probe_git():180] Probing git
2023-04-25 16:19:06,164 DEBUG   HandlerThread:148774 [system_info.py:_probe_git():188] Probing git done
2023-04-25 16:19:06,164 DEBUG   HandlerThread:148774 [system_info.py:probe():240] Probing system done
2023-04-25 16:19:06,164 DEBUG   HandlerThread:148774 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-69-generic-x86_64-with-glibc2.17', 'python': '3.8.16', 'heartbeatAt': '2023-04-25T08:19:06.151668', 'startedAt': '2023-04-25T08:19:04.347519', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/zhengrong/TableBot/train.py', 'codePath': 'train.py', 'git': {'remote': None, 'commit': 'cd519787b0ee2b9a71a5723c9227c4361f379f06'}, 'email': 'xuezhengrong@sjtu.edu.cn', 'root': '/home/zhengrong/TableBot', 'host': 'zhengrong-System-Product-Name', 'username': 'zhengrong', 'executable': '/home/zhengrong/anaconda3/envs/isaac/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2046.99935, 'min': 800.0, 'max': 4580.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 1187.737, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4900.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 4800.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}, {'current': 2100.0, 'min': 800.0, 'max': 3600.0}], 'disk': {'total': 139.74603652954102, 'used': 28.998226165771484}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 31.1636962890625}}
2023-04-25 16:19:06,164 INFO    HandlerThread:148774 [system_monitor.py:probe():211] Finished collecting system info
2023-04-25 16:19:06,164 INFO    HandlerThread:148774 [system_monitor.py:probe():214] Publishing system info
2023-04-25 16:19:06,164 DEBUG   HandlerThread:148774 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-25 16:19:06,166 DEBUG   HandlerThread:148774 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-25 16:19:06,166 DEBUG   HandlerThread:148774 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-04-25 16:19:06,477 INFO    Thread-16 :148774 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhengrong/TableBot/wandb/run-20230425_161904-k8okftzu/files/requirements.txt
2023-04-25 16:19:06,478 INFO    Thread-16 :148774 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhengrong/TableBot/wandb/run-20230425_161904-k8okftzu/files/wandb-summary.json
2023-04-25 16:19:06,478 INFO    Thread-16 :148774 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhengrong/TableBot/wandb/run-20230425_161904-k8okftzu/files/conda-environment.yaml
2023-04-25 16:19:07,630 DEBUG   HandlerThread:148774 [system_info.py:_save_conda():86] Saving conda packages done
2023-04-25 16:19:07,636 INFO    HandlerThread:148774 [system_monitor.py:probe():216] Finished publishing system info
2023-04-25 16:19:07,644 DEBUG   SenderThread:148774 [sender.py:send():375] send: files
2023-04-25 16:19:07,644 INFO    SenderThread:148774 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-04-25 16:19:07,655 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:19:07,656 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:19:07,999 DEBUG   SenderThread:148774 [sender.py:send():375] send: telemetry
2023-04-25 16:19:08,405 INFO    wandb-upload_0:148774 [upload_job.py:push():137] Uploaded file /tmp/tmpo149wwcqwandb/7edv342o-wandb-metadata.json
2023-04-25 16:19:08,477 INFO    Thread-16 :148774 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhengrong/TableBot/wandb/run-20230425_161904-k8okftzu/files/conda-environment.yaml
2023-04-25 16:19:08,478 INFO    Thread-16 :148774 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhengrong/TableBot/wandb/run-20230425_161904-k8okftzu/files/wandb-metadata.json
2023-04-25 16:19:10,000 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:15,002 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:20,003 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:22,653 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:19:22,657 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:19:25,963 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:30,965 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:35,972 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:37,509 INFO    Thread-16 :148774 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/zhengrong/TableBot/wandb/run-20230425_161904-k8okftzu/files/config.yaml
2023-04-25 16:19:37,653 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:19:37,655 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:19:41,919 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:46,920 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:51,923 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:19:52,653 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:19:52,655 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:19:56,972 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:01,973 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:06,114 DEBUG   SystemMonitor:148774 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-04-25 16:20:06,116 DEBUG   SenderThread:148774 [sender.py:send():375] send: stats
2023-04-25 16:20:07,117 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:07,652 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:20:07,652 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:20:12,918 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:17,920 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:22,653 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:20:22,657 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:20:22,971 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:27,973 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:32,975 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:36,121 DEBUG   SenderThread:148774 [sender.py:send():375] send: stats
2023-04-25 16:20:37,654 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:20:37,657 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:20:38,927 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:43,929 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:48,931 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:52,654 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:20:52,657 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:20:53,987 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:20:58,988 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:03,989 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:06,125 DEBUG   SenderThread:148774 [sender.py:send():375] send: stats
2023-04-25 16:21:07,655 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:21:07,658 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:21:09,933 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:14,935 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:19,936 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:22,654 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:21:22,658 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:21:24,981 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:29,983 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:34,985 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:36,129 DEBUG   SenderThread:148774 [sender.py:send():375] send: stats
2023-04-25 16:21:37,654 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: stop_status
2023-04-25 16:21:37,657 DEBUG   SenderThread:148774 [sender.py:send_request():402] send_request: stop_status
2023-04-25 16:21:40,935 DEBUG   HandlerThread:148774 [handler.py:handle_request():144] handle_request: status_report
2023-04-25 16:21:45,626 INFO    Thread-16 :148774 [dir_watcher.py:_on_file_created():278] file/dir created: /home/zhengrong/TableBot/wandb/run-20230425_161904-k8okftzu/files/output.log
